id,smarts,krids
219,[*;D1;H0:1]-[CH;D2;+0:2]=[CH;D2;+0:3]-[S;H0;D2;+0:4]-[O;D1;H1:5]>>[*;D1;H0:1]-[CH2;D2;+0:2]-[CH;D2;+0:3]=[S+;H0;D2:4]-[O;D1;H1:5],['3582953ac55eae2f12cd13c610f0f57d038c6b54']
220,[*;D1;H0:1]-[CH;D2;+0:2]=[N;H0;D2;+0:3]-[OH;D1;+0:4]>>[*;D1;H0:1]-[C;H0;D2;+0:2]#[N;H0;D1;+0:3].[OH2;D0;+0:4],['05ceef01ca1c9c7a7543a090948076cf5df3a5b5']
221,[*;D1;H0:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3].[*;D1;H0:4]-[NH2;D1;+0:5].[OH;D1;+0:6]-[OH;D1;+0:7]>>[*;D1;H0:1]-[CH2;D2;+0:2]-[NH;D2;+0:5]-[*;D1;H0:4].[O;H0;D1;+0:6]=[O;H0;D1;+0:7].[OH2;D0;+0:3],['a3b79673a19d03843722b627c6ab471da15c1be4']
222,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[*;D1;H0:12]-[CH;D2;+0:13]=[O;D1;H0:14].[C:15]-[SH;D1;+0:16]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[*;D1;H0:12]-[C;H0;D3;+0:13](=[O;D1;H0:14])-[S;H0;D2;+0:16]-[C:15],"['63cbd3acc0cd4f16a1edc77fe5473c46b9cdf229', 'e0ad367c479b1c3ae54b2287d29848f8ff12c0e2', '73aca30aac21b560a23e5617c3f8ac8613110111']"
223,[*;D1;H0:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3].[NH3;D0;+0:4].[OH;D1;+0:5]-[OH;D1;+0:6]>>[*;D1;H0:1]-[CH2;D2;+0:2]-[NH2;D1;+0:4].[O;H0;D1;+0:5]=[O;H0;D1;+0:6].[OH2;D0;+0:3],['74a6d0c6b9656bfc3bc88559a25c358096a178aa']
224,[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[*;D1;H0:12]-[CH;D2;+0:13]=[O;H0;D1;+0:14]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[*;D1;H0:12]-[CH2;D2;+0:13]-[OH;D1;+0:14],"['aab9132afca984ff84b715c9ba0cd51391b76f27', 'dc0dd00c11da44ce0805aa820476ed0c61ab0e0e']"
225,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[*;D1;H0:12]-[CH;D2;+0:13]=[O;D1;H0:14].[OH2;D0;+0:15]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[*;D1;H0:12]-[C;H0;D3;+0:13](=[O;D1;H0:14])-[OH;D1;+0:15],"['2fc2dd0fba8c059050be86c5ac2c7d5ba03410f9', 'd4997d7878b88cc60bf6a798ee7fbf551e11cde9']"
226,[#15:1]-[OH;D1;+0:2].[#8:3]-[C:4]-[n+;H0;D3:5]1:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:[cH;D2;+0:12]:[cH;D2;+0:13]:1.[#8:14]-[P;H0;D4;+0:15](=[O;D1;H0:16])(-[O;D1;H1:17])-[OH;D1;+0:18].[*;D1;H0:19]-[CH;D2;+0:20]=[O;D1;H0:21]>>[#15:1]-[O;H0;D2;+0:2]-[P;H0;D4;+0:15](-[#8:14])(=[O;D1;H0:16])-[O;D1;H1:17].[#8:3]-[C:4]-[N;H0;D3;+0:5]1-[CH;D2;+0:6]=[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])-[CH2;D2;+0:11]-[CH;D2;+0:12]=[CH;D2;+0:13]-1.[*;D1;H0:19]-[C;H0;D3;+0:20](=[O;D1;H0:21])-[OH;D1;+0:18],['2bee080838c572f3a5ff242324327be9f94295f6']
227,[*;D1;H0:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3].[C:4]-[C;H0;D3;+0:5](=[O;D1;H0:6])-[OH;D1;+0:7].[O;D1;H0:8]=[C;H0;D2;+0:9]=[O;H0;D1;+0:10].[O;D1;H1:11]-[#16:12]-[OH;D1;+0:13]>>[*;D1;H0:1]-[CH2;D2;+0:2]-[O;H0;D2;+0:13]-[#16:12]-[O;D1;H1:11].[C:4]-[C;H0;D3;+0:5](=[O;D1;H0:6])-[C;H0;D3;+0:9](=[O;D1;H0:8])-[OH;D1;+0:10].[O;H0;D1;+0:7]=[O;H0;D1;+0:3],['9986e09c7963421d500fd6fc58a5e7b301defe3c']
228,[*;D1;H0:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3].[O;-;D1;H0:4]-[N;H0;D2;+0:5]=[O;D1;H0:6].[OH;D1;+0:7]-[OH;D1;+0:8]>>[*;D1;H0:1]-[CH2;D2;+0:2]-[N+;H0;D3:5](-[O;-;D1;H0:4])=[O;D1;H0:6].[O;H0;D1;+0:7]=[O;H0;D1;+0:8].[OH2;D0;+0:3],['57bdd5ba4881dd6a9af7579093eb372e91cde21b']
229,[*;D1;H0:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3].[OH;D1;+0:4]-[OH;D1;+0:5]>>[*;D1;H0:1]-[CH2;D2;+0:2]-[OH;D1;+0:3].[O;H0;D1;+0:4]=[O;H0;D1;+0:5],['efd75cba092fc36d9321a5248b5d82af24e62504']
230,[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[C;H0;D3;+0:5](-[C:6])=[O;H0;D1;+0:7].[#8:8]-[C:9]-[N;H0;D3;+0:10]1-[CH;D2;+0:11]=[CH;D2;+0:12]-[CH2;D2;+0:13]-[C;H0;D3;+0:14](-[C:15](-[N;D1;H2:16])=[O;D1;H0:17])=[CH;D2;+0:18]-1>>[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[CH;D3;+0:5](-[C:6])-[OH;D1;+0:7].[#8:8]-[C:9]-[n+;H0;D3:10]1:[cH;D2;+0:11]:[cH;D2;+0:12]:[cH;D2;+0:13]:[c;H0;D3;+0:14](-[C:15](-[N;D1;H2:16])=[O;D1;H0:17]):[cH;D2;+0:18]:1,['a2b09286d3cdcb89d15b2d70c639ef19fe2ee3b0']
231,[*;D1;H0:1]-[CH2;D2;+0:2]-[C:3](=[O;D1;H0:4])-[O;D1;H1:5].[O;H0;D1;+0:6]=[O;H0;D1;+0:7]>>[*;D1;H0:1]-[CH;D3;+0:2](-[O;H0;D2;+0:6]-[OH;D1;+0:7])-[C:3](=[O;D1;H0:4])-[O;D1;H1:5],['9d7df65fc63a7ba7254f2d7c5d5d643e8e2e0e5f']
232,[*;D1;H0:1]-[CH2;D2;+0:2]-[C:3](=[O;D1;H0:4])-[O;D1;H1:5].[OH;D1;+0:6]-[OH;D1;+0:7]>>[*;D1;H0:1]-[CH;D3;+0:2](-[OH;D1;+0:6])-[C:3](=[O;D1;H0:4])-[O;D1;H1:5].[OH2;D0;+0:7],['bdbf8a7d059f892bda521ce10965a2fdb186a54c']
233,[#8:1]-[C:2](=[O;D1;H0:3])-[CH2;D2;+0:4]-[*;D1;H0:5].[C:6]-[C;H0;D3;+0:7](=[O;D1;H0:8])-[C;H0;D3;+0:9](=[O;D1;H0:10])-[OH;D1;+0:11].[O;H0;D1;+0:12]=[O;H0;D1;+0:13]>>[#8:1]-[C:2](=[O;D1;H0:3])-[CH;D3;+0:4](-[*;D1;H0:5])-[OH;D1;+0:13].[C:6]-[C;H0;D3;+0:7](=[O;D1;H0:8])-[OH;D1;+0:12].[O;D1;H0:10]=[C;H0;D2;+0:9]=[O;H0;D1;+0:11],['8692baa82cb8e46ab48387e071367752fbb2a00d']
234,[C:1]-[SH;D1;+0:2].[C:3]=[C:4]-[C;H0;D3;+0:5](=[O;D1;H0:6])-[O;H0;D2;+0:7]-[C:8]>>[C:8]-[OH;D1;+0:7].[C:1]-[S;H0;D2;+0:2]-[C;H0;D3;+0:5](=[O;D1;H0:6])-[C:4]=[C:3],"['07b197d2489eb4f07f10bcb38181c8de43c37677', 'c4f1095434e91fdbad1ada76b825aa517da0d555', '6e7a40c2b056e8bb01184b28c813a66caf73af3a', 'd5e33aa32d6928d199cc14f762426c91fe3e0320']"
235,[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[CH;D3;+0:5](-[C:6])-[OH;D1;+0:7].[#8:8]-[C:9]-[n+;H0;D3:10]1:[cH;D2;+0:11]:[c;H0;D3;+0:12](-[C:13](-[N;D1;H2:14])=[O;D1;H0:15]):[cH;D2;+0:16]:[cH;D2;+0:17]:[cH;D2;+0:18]:1>>[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[C;H0;D3;+0:5](-[C:6])=[O;H0;D1;+0:7].[#8:8]-[C:9]-[N;H0;D3;+0:10]1-[CH;D2;+0:11]=[C;H0;D3;+0:12](-[C:13](-[N;D1;H2:14])=[O;D1;H0:15])-[CH2;D2;+0:16]-[CH;D2;+0:17]=[CH;D2;+0:18]-1,['8d134fca05308a22555796a091eee1f8050805b3']
236,[#7;a:1]:[c:2]:[c;H0;D3;+0:3](-[CH3;D1;+0:4]):[c:5]:[#7;a:6].[C:7]-[S;H0;D2;+0:8]-[C:9]>>[#7;a:1]:[c:2]:[cH;D2;+0:3]:[c:5]:[#7;a:6].[C:7]-[S+;H0;D3:8](-[C:9])-[CH3;D1;+0:4],"['a85933440253f6e6827f7ffbf1c04658cfa3e990', '98c276171d7562060252202090fd96f3ab08e099', '820f17b72687b3e762dbfcef56cc2e1fffbf0e06', 'a800b573669b3de5e6a6b05b325665ec59d249a9']"
237,[#7;a:1]:[c:2]:[cH;D2;+0:3]:[c:4]:[#7;a:5].[C:6]-[S+;H0;D3:7](-[C:8])-[CH3;D1;+0:9]>>[#7;a:1]:[c:2]:[c;H0;D3;+0:3](-[CH3;D1;+0:9]):[c:4]:[#7;a:5].[C:6]-[S;H0;D2;+0:7]-[C:8],"['f26c6769c64ed659e25fc4b5086e2bc7eaffa575', '5154781a97200cb1bf6d3c9ed07aec4975d34e0a', '9760c6ed6fc5fa56b93820bae858109c31e99c30', '16c8b34359c39da3ef3e857073a1a05aed479e21']"
238,[*;D1;H0:1]-[CH2;D2;+0:2]-[CH;D2;+0:3]=[CH;D2;+0:4]-[CH;D2;+0:5]=[CH;D2;+0:6]-[C:7]=[O;D1;H0:8]>>[*;D1;H0:1]-[CH;D2;+0:2]=[CH;D2;+0:3]-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C:7]=[O;D1;H0:8],['b04a824924668da6420ded7bdbb9ff3ba880eb79']
239,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[*;D1;H0:12]-[CH2;D2;+0:13]-[CH;D2;+0:14]=[CH;D2;+0:15]-[CH2;D2;+0:16]-[C:17]=[O;D1;H0:18]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[*;D1;H0:12]-[CH;D2;+0:13]=[CH;D2;+0:14]-[CH;D2;+0:15]=[CH;D2;+0:16]-[C:17]=[O;D1;H0:18],['30e5e49693a59db6d5ecb263bb96c4dec9ccccde']
240,[*;D1;H0:1]-[CH2;D2;+0:2]-[CH;D2;+0:3]=[O;H0;D1;+0:4].[C:5]-[OH;D1;+0:6]>>[*;D1;H0:1]-[CH;D2;+0:2]=[CH;D2;+0:3]-[O;H0;D2;+0:6]-[C:5].[OH2;D0;+0:4],"['8488975fd5de82a6f3a69fdf6758f4085a8a9465', 'a43730b7b987541e1de56c1499135d080c09f933']"
241,[*;D1;H0:1]-[CH2;D2;+0:2]-[CH;D2;+0:3]=[S+;H0;D2:4]-[O;D1;H1:5]>>[*;D1;H0:1]-[CH;D2;+0:2]=[CH;D2;+0:3]-[S;H0;D2;+0:4]-[O;D1;H1:5],['ad5229e65da61a2808739d0d006c5f44f09c08f3']
242,[*;D1;H0:1]-[CH2;D2;+0:2]-[C:3]-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[OH;D1;+0:7]-[OH;D1;+0:8]>>[*;D1;H0:1]-[CH;D3;+0:2](-[OH;D1;+0:7])-[C:3]-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[OH2;D0;+0:8],['586e134bea96abccc0dd4317f416358e9af43c80']
243,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[*;D1;H0:12]-[CH2;D2;+0:13]-[CH2;D2;+0:14]-[C:15]=[O;D1;H0:16]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[*;D1;H0:12]-[CH;D2;+0:13]=[CH;D2;+0:14]-[C:15]=[O;D1;H0:16],"['e6244ae55cd059a057d5b3a29d5f60c13c7a1ae9', 'ee4f2ba1e5755161710edd9d3f4286bf686f4061', '8f8b2cda02b2a917da63b7f6f99e0932da6e5520', '9c510fe5819f81111cc7aae66fd2e719f5bd8710', '82d8da1477573cd49b26abb6a198d64abf453960', '2cbcce4e5cacbd9336541c27f03ec3a0c511d019', 'edf3515c02ab38399cc2d3a599c5e0e93b52634b']"
244,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[*;D1;H0:12]-[CH2;D2;+0:13]-[CH2;D2;+0:14]-[C:15]=[C:16]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[*;D1;H0:12]-[CH;D2;+0:13]=[CH;D2;+0:14]-[C:15]=[C:16],['4a5afeb10d16ad71c52345545185f3cdd3995bfe']
245,[C:1]-[NH2;D1;+0:2].[C:3]-[S;H0;D2;+0:4]-[C;H0;D3;+0:5](-[C;D1;H3:6])=[O;D1;H0:7]>>[C:1]-[NH;D2;+0:2]-[C;H0;D3;+0:5](-[C;D1;H3:6])=[O;D1;H0:7].[C:3]-[SH;D1;+0:4],"['15be89c773f50b77a6493a9f1ea2724859d034d1', 'bc72bd1ec23785217a0e3ab64cbb822738017b6d', '46d34866474ec14e2ac49eb6d402234cec1c8772', 'f60615802b1bd50bb43d896f1d1139367ec0407e', '9ea6d685b0fc8a97fc013f961dfad6db118c18bc', 'e5d47cc5368e545e644bbdc64cfe0776faeef22e', 'e966cb0e81e4c0e9440822b38a373a6b5cab8e73', '07519fa09ff9878dcbe5c755e128fc2a1d730567', 'a743a267743efb471fb64deb6de5e104a6d5adb0', 'd1b664ea303df928f2ae9d3b292d39df8c827483', 'c9d05c802a99eb6959bc2e4c4ac5490cf5efaa05', '2ac198665b523de3ff3c8b0c96f8b67457b68492', '98744efded97426b3cf73ce14dc098d2d3bfc7c5', '66f058047038209e5a4b0c1dffc58213efb67d5d', '3cd5c85cdbebe063f4cd8b3389f0f88e56a0b1b8', 'c3741662bb8b740a2993620008e241c4d2e34ee8', 'f6b89fdd459b7a069cf6851560f7ec2ea36eebd7', 'e4f30413549be45831bf9a53fca500a5ae3609d7', '5dbd6da593c40b095e1c480c489d1d32c34a4d32', 'b5664f8c9d7bd58799ea076ec1eaec71e4ff50a6', '123ac7da9530b6eae4ab290b0abbd690abb28be7', '1b9724efdf553ee2e97b5c0252f90cd3984ac702', '4f2c8ad442e9c32930d87aae7eaad5acb9a42995', '0641f7b0b636cf65445e0a6d8e083c81dbfebadf', '512ef71576b5793ef91d7f054063c121ef374774', '95b0985b343c3eb1b79c911187d54dbf18f7f535', '57fa8c56e0740af5f942118761097edde44f609a', '4875551473ddee14be5b51e93023196652ff8d1b', 'b19bed3ef786655396dfceb75ea9f7c5b6c8fe2e', '17e7c3ed93991ae384abf4a92836b990006accf4', '73aa72093990e21480f76ed7abe37fae5043c79a', 'cd8ef281481efdbd5846931f21e02650c0647e10', '10bcfa4d975369b48e5794aa5cfd0937f9930926', 'cfb48d2897867b695a3738671195629aee8b6541']"
246,[C:1]-[NH;D2;+0:2]-[C;H0;D3;+0:3](-[C;D1;H3:4])=[O;D1;H0:5].[C:6]-[SH;D1;+0:7]>>[C:1]-[NH2;D1;+0:2].[C:6]-[S;H0;D2;+0:7]-[C;H0;D3;+0:3](-[C;D1;H3:4])=[O;D1;H0:5],"['b062086ed829e3497e7e182c6532e00ea97d0688', '06fe8eb4277d55115ff7ef697d37515e432259e7', '78f906fb24dd8e4a34d782cbdadebc255c6ad059', '820cecd2c8a5f78acc301f3be533ae7910efbade', '1d248d10c437eb53a118416b67e465d69793522e', '1895f02153bc54a6f9a838e42377d8b2fafd1607', 'e0f9d7108e5892b143020303db31f4f6ce7f1808', '723d0a48f09f6237421e8d2b99b74390ae18574e', '7a94f304df31a4cb97fc64751b0acad0ea44f29d', '3bf6d7415ed715d29b0d6536d6a062b25c45fa10', 'b57a9415a9a50edf68068ada51f14cce1299f57d', '67a78fc6a5a303177e8566c5dfb28f4f09e7a415', '43c5d08d9852e4e0fa4b964a740f01304de72650', 'b9a4bc6e3465a9654b0349010e432e2d9b339b15', '504bade755f27440c5f947e6c0fd8fa7e0b9bf94', 'e7da3fb502e994c58e9da8e780763cd8f2501eab', '4db3b4926e0d3b360197634eff2ce39e2d708c57', '74f6d432fce5f7730d49820875caf19de444c5bf', '627f5e61c57dd593638377b39ed1138425ff64e8', '2e8a5f8297e799c58fedb9a1b682d71e96c7f9e2', '1893c711a6da6420e47a73bc604d371c225c46f6', '255eba6f780efd529100539cd6f8f7222c6a652f', '5220b50c9ed8c5869701a53885e055aafda91289', '2c7d0a2983835565b3f6e63c7d70cede4d66edd7', '0a063fe5d605c421ba0374460a9cc9236b1ca9c4', '8010d30dde548620971c767032c265b445453d97', '96f31bf88c1e7860a096b839fab75eef8eb7ce7e', 'e54245af5adaf76189b3993a410cf4262d04a0a8', 'b22391f5920c5044a8835c7e4fb9fdb9b9cbbd09', '095b07f9b0b99b80214506ca376ceec0d47f48b9', '776584af35f8f95d41dae5b450c1ce1698c686c4', '4ccda27194f0796f5910eb8f8286515e36e7c5ea', '50f33e8041e5d60671705a884e99e85e536d1d3f', '790fabc842fac9d4fb56d72ce8d7bf0e15dcc56d']"
247,[*;D1;H0:1]-[CH2;D2;+0:2]-[NH;D2;+0:3]-[*;D1;H0:4].[O;H0;D1;+0:5]=[O;H0;D1;+0:6].[OH2;D0;+0:7]>>[*;D1;H0:1]-[CH;D2;+0:2]=[O;H0;D1;+0:7].[*;D1;H0:4]-[NH2;D1;+0:3].[OH;D1;+0:5]-[OH;D1;+0:6],['b1b395dabf5ecd9f355d0d8f75875d9e0586052b']
248,[*;D1;H0:1]-[CH2;D2;+0:2]-[NH2;D1;+0:3].[O;H0;D1;+0:4]=[O;H0;D1;+0:5].[OH2;D0;+0:6]>>[*;D1;H0:1]-[CH;D2;+0:2]=[O;H0;D1;+0:6].[NH3;D0;+0:3].[OH;D1;+0:4]-[OH;D1;+0:5],['23801887ac1d46b89d8897cf1a7c589c5e142f39']
249,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[#8:12]-[C:13]-[n+;H0;D3:14]1:[cH;D2;+0:15]:[c;H0;D3;+0:16](-[C:17](-[N;D1;H2:18])=[O;D1;H0:19]):[cH;D2;+0:20]:[cH;D2;+0:21]:[cH;D2;+0:22]:1.[*;D1;H0:23]-[CH2;D2;+0:24]-[OH;D1;+0:25].[C:26]-[SH;D1;+0:27]>>[#8:12]-[C:13]-[N;H0;D3;+0:14]1-[CH;D2;+0:15]=[C;H0;D3;+0:16](-[C:17](-[N;D1;H2:18])=[O;D1;H0:19])-[CH2;D2;+0:20]-[CH;D2;+0:21]=[CH;D2;+0:22]-1.[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[*;D1;H0:23]-[C;H0;D3;+0:24](=[O;H0;D1;+0:25])-[S;H0;D2;+0:27]-[C:26],['a0c411e081b700e82f8444383efb15c473767dfa']
250,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[#8:12]-[C:13]-[n+;H0;D3:14]1:[cH;D2;+0:15]:[cH;D2;+0:16]:[cH;D2;+0:17]:[c;H0;D3;+0:18](-[C:19](-[N;D1;H2:20])=[O;D1;H0:21]):[cH;D2;+0:22]:1.[*;D1;H0:23]-[CH2;D2;+0:24]-[O;D1;H1:25].[OH2;D0;+0:26]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[#8:12]-[C:13]-[N;H0;D3;+0:14]1-[CH;D2;+0:15]=[CH;D2;+0:16]-[CH2;D2;+0:17]-[C;H0;D3;+0:18](-[C:19](-[N;D1;H2:20])=[O;D1;H0:21])=[CH;D2;+0:22]-1.[*;D1;H0:23]-[C;H0;D3;+0:24](-[O;D1;H1:25])=[O;H0;D1;+0:26],['9143600c05b65c013fbbea66c084a5171bf331f8']
251,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[*;D1;H0:12]-[CH2;D2;+0:13]-[OH;D1;+0:14]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[*;D1;H0:12]-[CH;D2;+0:13]=[O;H0;D1;+0:14],"['2c55c25f3eb1f99aa565ef04b452231f11748430', 'c0d1d21931e4e5e9079b2f0b137da8fbd69102e5']"
252,[*;D1;H0:1]-[CH2;D2;+0:2]-[OH;D1;+0:3].[O;H0;D1;+0:4]=[O;H0;D1;+0:5]>>[*;D1;H0:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3].[OH;D1;+0:4]-[OH;D1;+0:5],['c5c7fe5b095d87c2c68b06a290ca957fe70f562c']
253,[*;D1;H0:1]-[CH2;D2;+0:2]-[OH;D1;+0:3].[O;D1;H1:4]-[#16:5]-[OH;D1;+0:6]>>[*;D1;H0:1]-[CH2;D2;+0:2]-[O;H0;D2;+0:6]-[#16:5]-[O;D1;H1:4].[OH2;D0;+0:3],['74efab265f315079949c541545cfe3120de2caf4']
254,[*;D1;H0:1]-[CH2;D2;+0:2]-[O;H0;D2;+0:3]-[#16:4]-[O;D1;H1:5].[C:6]-[C;H0;D3;+0:7](=[O;D1;H0:8])-[C;H0;D3;+0:9](=[O;D1;H0:10])-[OH;D1;+0:11].[O;H0;D1;+0:12]=[O;H0;D1;+0:13]>>[*;D1;H0:1]-[CH;D2;+0:2]=[O;H0;D1;+0:12].[C:6]-[C;H0;D3;+0:7](=[O;D1;H0:8])-[OH;D1;+0:13].[O;D1;H0:10]=[C;H0;D2;+0:9]=[O;H0;D1;+0:11].[O;D1;H1:5]-[#16:4]-[OH;D1;+0:3],['7679d60689fd42558e8318cdc3d7e7647b403ffd']
255,[*;D1;H0:1]-[CH2;D2;+0:2]-[O;H0;D2;+0:3]-[#16:4]-[O;D1;H1:5].[OH2;D0;+0:6]>>[*;D1;H0:1]-[CH2;D2;+0:2]-[OH;D1;+0:6].[O;D1;H1:5]-[#16:4]-[OH;D1;+0:3],['2e929b70677bd98212da7b4ea3a7a707418d1275']
256,[*;D1;H0:1]-[CH2;D2;+0:2]-[N+;H0;D3:3](-[O;-;D1;H0:4])=[O;D1;H0:5].[O;H0;D1;+0:6]=[O;H0;D1;+0:7].[OH2;D0;+0:8]>>[*;D1;H0:1]-[CH;D2;+0:2]=[O;H0;D1;+0:8].[O;-;D1;H0:4]-[N;H0;D2;+0:3]=[O;D1;H0:5].[OH;D1;+0:6]-[OH;D1;+0:7],['b5a98d083701dac7797fe91621d4b2d2e4b8c62e']
257,[*;D1;H0:1]-[N;H0;D3;+0:2](-[*;D1;H0:3])-[*;D1;H0:4].[C:5]-[S+;H0;D3:6](-[C:7])-[CH3;D1;+0:8]>>[*;D1;H0:1]-[N+;H0;D4:2](-[*;D1;H0:3])(-[*;D1;H0:4])-[CH3;D1;+0:8].[C:5]-[S;H0;D2;+0:6]-[C:7],['db916e382d20e16819da42f0b6414d07330ac99a']
258,[*;D1;H0:1]-[N;H0;D3;+0:2](-[*;D1;H0:3])-[CH3;D1;+0:4].[C:5]-[S;H0;D2;+0:6]-[C:7]>>[*;D1;H0:1]-[NH;D2;+0:2]-[*;D1;H0:3].[C:5]-[S+;H0;D3:6](-[C:7])-[CH3;D1;+0:4],['168c2aa67ac293227844e52d00aa88328199d918']
259,[*;D1;H0:1]-[NH;D2;+0:2]-[*;D1;H0:3].[C:4]-[S+;H0;D3:5](-[C:6])-[CH3;D1;+0:7]>>[*;D1;H0:1]-[N;H0;D3;+0:2](-[*;D1;H0:3])-[CH3;D1;+0:7].[C:4]-[S;H0;D2;+0:5]-[C:6],['902923c9acb66688f7b9273199ec4939e1c1bb99']
